ID	IG011	IG047	IG070	IG078	IG085	IG063	IG083	IG052	IG103	IG017	IG040	IG030	IG042	IG057	IG082	IG096	IG069	IG114	IG107	IG101	IG081	IG077	IG075	IG074	IG059	IG058	IG056	IG054	IG049	IG046	IG038	IG020	IG014
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10331	0	0	0	0	0	0	0	0	0	0	0	0.4059	0.00092	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Nibricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06459	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Burkholderiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02621	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Neorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47083	0	0	0	0.07269	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_arabiense	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94425	0	0	0	0	0	0	0	0	0	0	0.07186	6.6512	0.10543	3.11499	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Ohtaekwangia|s__Ohtaekwangia_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46516	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_yanoikuyae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9991	0	0	0	0	0	0	0	0	0	0	0	0	0.14839	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_CF316	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12745	0	0	0	0	0	0	0	0	0	0	0	0.20561	0	0.03947	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10702	0	0	0	1.94915	0	0	0	0	0	0	0	0	0	44.1265	0	0	0	1.8555	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_yannicii	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_extorquens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9299	0	0	0	0	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_albidiflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79683	2.39734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7624	0	0	0	0	0	0	0	0	0	0	0	0	0.09825	4.0363	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_sp_3_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56317	0	0	0	0	0	0	0	0	0	0	0	0	0.03055	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_aerophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42865	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09922	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB79878|s__GGB79878_SGB11757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12523	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_xinjiangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30804	0	0	0	0	0	0	0	0	0	0	0	0	0	10.56498	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23668	0	0	0	0	0	0	0	0	0	0	0	0	0.08045	0.05037	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_zg_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11368	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_lutea	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17862	0.49572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_SA39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_auranticolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14069	0	0	0	0	0	0	0	0	0	0	0	2.02578	0	2.0393	0	0	0	0.05746	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylopila|s__Methylopila_sp_Yamaguchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11897	0	0	0	0	0	0	0	0	0	0	0	0	0.0389	0.04298	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_Leaf344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10667	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43144	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Nibricoccus|s__Nibricoccus_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08567	0	0	0	0	0	0	0	0	0	0.51035	0	0	0.08431	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_broussonetiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_brachiatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_aquaeductus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0506	0	0	0	0	0	0	0	0	0	0	0.01035	0.19934	0.04414	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter|s__Solirubrobacter_pauli	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_oxalidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillaceae_unclassified|s__Rhodospirillaceae_bacterium_CCH5_H10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06459	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_sp_Leaf414	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Burkholderiales_unclassified|s__Burkholderiales_bacterium_8X	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02621	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp_H11425	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02359	0	0	0	0	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_panipatense	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter|s__Solirubrobacter_sp_CPCC_204708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04347	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis_solisilvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_aerilata	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Neorhizobium|s__Neorhizobium_sp_JUb45	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19341	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Belnapia|s__Belnapia_moabensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0.42936	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_xylanilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_bullaregiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB32027	0	0	0	0	0	0	0	0	0	0	0	0	0	36.48437	0	0	0	0	0	0	0	0	0	0	0	0.06537	0.63531	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_arabiense|t__SGB86900	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94425	0	0	0	0	0	0	0	0	0	0	0.07186	6.6512	0.10543	3.11499	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB12194	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36505	0	0	0	0	0	0	0	0	0	0	0	0.01919	0.23865	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB56383	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4801	0	0	0.23268	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Ohtaekwangia|s__Ohtaekwangia_koreensis|t__SGB3423	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0723	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46516	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_yanoikuyae|t__SGB11614	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9991	0	0	0	0	0	0	0	0	0	0	0	0	0.14839	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_leguminosarum|t__SGB11155	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27732	0	0	0	0	0	0	0	0	0	0	0	2.00728	0	0	0	0	0	0.07861	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_CF316|t__SGB12694	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12745	0	0	0	0	0	0	0	0	0	0	0	0.20561	0	0.03947	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens|t__SGB11079	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10702	0	0	0	1.94915	0	0	0	0	0	0	0	0	0	44.1265	0	0	0	1.8555	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_yannicii|t__SGB34947	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_extorquens|t__SGB11392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9299	0	0	0	0	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_albidiflava|t__SGB32837	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79683	2.39734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB33049	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78185	0	0	0	0	0	0	0	0	0	0	0	0.07076	3.86252	0.19307	0	0	0	33.3727	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_obscurus|t__SGB16527	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66114	0	0	0	0	0	0	0	0	0	0	0	0	0.0882	2.19495	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_sp_3_52|t__SGB93996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56317	0	0	0	0	0	0	0	0	0	0	0	0	0.03055	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga_aerophila|t__SGB31874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42865	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09922	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB79878|s__GGB79878_SGB11757|t__SGB11757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40364	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12523	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_umbonata|t__SGB57113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_xinjiangensis|t__SGB23729	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30804	0	0	0	0	0	0	0	0	0	0	0	0	0	10.56498	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB56623	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26032	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31897	0	0	0	0.00984	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_1355|t__SGB92164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23668	0	0	0	0	0	0	0	0	0	0	0	0	0.08045	0.05037	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_zg_1308|t__SGB87666	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22712	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11368	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_lutea|t__SGB32838	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17862	0.49572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_SA39|t__SGB16886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02099	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes_auranticolor|t__SGB93357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14069	0	0	0	0	0	0	0	0	0	0	0	2.02578	0	2.0393	0	0	0	0.05746	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylopila|s__Methylopila_sp_Yamaguchi|t__SGB11369	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_africanus|t__SGB16530	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11897	0	0	0	0	0	0	0	0	0	0	0	0	0.0389	0.04298	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB56385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10958	0.03937	0	0	0	0	0	0	0	0	0	0	0	0	0.34165	0	0	0	0.04523	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_Leaf344|t__SGB11426	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10667	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43144	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_obscurus|t__SGB16528	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10126	0	0	0	0	0	0	0	0	0	0	0	0	0.01005	0.01264	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Nibricoccus|s__Nibricoccus_aquaticus|t__SGB8707	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09799	0	0	0	0.2419	0	0	0	0	0	0	0	0	0	2.55849	0	0	0	0.04539	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_alba|t__SGB89365	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08567	0	0	0	0	0	0	0	0	0	0.51035	0	0	0.08431	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_broussonetiae|t__SGB87470	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_brachiatum|t__SGB11381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_asaccharolytica|t__SGB31669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus_aquaeductus|t__SGB23831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0506	0	0	0	0	0	0	0	0	0	0	0.01035	0.19934	0.04414	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Solirubrobacter|s__Solirubrobacter_pauli|t__SGB33789	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_oxalidis|t__SGB89781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillaceae_unclassified|s__Rhodospirillaceae_bacterium_CCH5_H10|t__SGB31854	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06459	0
